"","Symbol","industry"
"1612","INVA","Biotechnology"
"1613","INGN","Medical Devices"
"1614","INOV","Health Information Services"
"1615","INO","Biotechnology"
"1616","INPX","Software - Application"
"1617","INSG","Communication Equipment"
"1618","NSIT","Information Technology Services"
"1619","ISIG","Marketing Services"
"1620","INSM","Biotechnology"
"1621","INSE","Gambling"
"1622","IIIN","Metal Fabrication"
"1623","PODD","Medical Devices"
"1624","INSUU",NA
"1625","INSY","Biotechnology"
"1626","NTEC","Biotechnology"
"1627","IART","Medical Devices"
"1628","IDTI","Semiconductors"
"1629","IMTE","Electronic Gaming &amp; Multimedia"
"1630","INTC","Semiconductors"
"1631","NTLA","Biotechnology"
"1632","IPAR","Household &amp; Personal Products"
"1633","ICPT","Biotechnology"
"1634","IDCC","Telecom Services"
"1635","TILE","Textile Manufacturing"
"1636","IMI","Semiconductor Equipment &amp; Materials"
"1637","INAP","Software - Application"
"1638","IBOC","Banks - Regional - US"
"1639","IMXI","Business Services"
"1640","ISCA","Leisure"
"1641","IGLD","Telecom Services"
"1642","IIJI","Communication Equipment"
"1643","IDXG","Diagnostics &amp; Research"
"1644","XENT","Medical Devices"
"1645","IPLDP","Utilities - Regulated Electric"
"1646","IVAC","Electronic Components"
"1647","INTL","Capital Markets"
"1648","ITCI","Biotechnology"
"1649","XON","Biotechnology"
"1650","IIN","Electronic Components"
"1651","INTU","Software - Application"
"1652","ISRG","Medical Instruments &amp; Supplies"
"1653","PLW",NA
"1654","ADRA",NA
"1655","ADRD",NA
"1656","ADRE",NA
"1657","ADRU",NA
"1658","PKW",NA
"1659","PFM",NA
"1660","PYZ",NA
"1661","PEZ",NA
"1662","PSL",NA
"1663","PIZ",NA
"1664","PIE",NA
"1665","PXI",NA
"1666","PFI",NA
"1667","PTH",NA
"1668","PRN",NA
"1669","PDP",NA
"1670","DWAQ",NA
"1671","DWAS",NA
"1672","DWIN",NA
"1673","DWTR",NA
"1674","PTF",NA
"1675","PUI",NA
"1676","IDLB",NA
"1677","PRFZ",NA
"1678","PIO",NA
"1679","PGJ",NA
"1680","PEY",NA
"1681","IPKW",NA
"1682","PID",NA
"1683","KBWB",NA
"1684","KBWD",NA
"1685","KBWY",NA
"1686","KBWP",NA
"1687","KBWR",NA
"1688","LDRI",NA
"1689","PNQI",NA
"1690","PDBC",NA
"1691","QQQ",NA
"1692","ISDX",NA
"1693","ISDS",NA
"1694","ISEM",NA
"1695","IUS",NA
"1696","IUSS",NA
"1697","USLB",NA
"1698","PSCD",NA
"1699","PSCC",NA
"1700","PSCE",NA
"1701","PSCF",NA
"1702","PSCH",NA
"1703","PSCI",NA
"1704","PSCT",NA
"1705","PSCM",NA
"1706","PSCU",NA
"1707","VRIG",NA
"1708","PHO",NA
"1709","ISTR","Banks - Regional - US"
"1710","ISBC","Savings &amp; Cooperative Banks"
"1711","ITIC","Insurance - Specialty"
"1712","NVIV","Biotechnology"
"1713","IONS","Biotechnology"
"1714","IOVA","Biotechnology"
"1715","IPGP","Semiconductor Equipment &amp; Materials"
"1716","IPIC","Media - Diversified"
"1717","CLRG",NA
"1718","CSML",NA
"1719","IQ","Internet Content &amp; Information"
"1720","IRMD","Medical Devices"
"1721","IRTC","Medical Instruments &amp; Supplies"
"1722","IRIX","Medical Devices"
"1723","IRDM","Telecom Services"
"1724","IRDMB","Telecom Services"
"1725","IRBT","Consumer Electronics"
"1726","IRWD","Drug Manufacturers - Specialty &amp; Generic"
"1727","IRWDV",NA
"1728","IRCP","Real Estate Services"
"1729","SLQD",NA
"1730","ISHG",NA
"1731","SHY",NA
"1732","TLT",NA
"1733","IEI",NA
"1734","IEF",NA
"1735","AIA",NA
"1736","USIG",NA
"1737","COMT",NA
"1738","ISTB",NA
"1739","IXUS",NA
"1740","IUSG",NA
"1741","IUSV",NA
"1742","IUSB",NA
"1743","HEWG",NA
"1744","SUSB",NA
"1745","ESGD",NA
"1746","ESGE",NA
"1747","ESGU",NA
"1748","SUSC",NA
"1749","XT",NA
"1750","FALN",NA
"1751","IFEU",NA
"1752","IFGL",NA
"1753","BGRN",NA
"1754","IGF",NA
"1755","GNMA",NA
"1756","HYXE",NA
"1757","IGIB",NA
"1758","IGOV",NA
"1759","EMB",NA
"1760","MBB",NA
"1761","JKI",NA
"1762","ACWX",NA
"1763","ACWI",NA
"1764","AAXJ",NA
"1765","EWZS",NA
"1766","MCHI",NA
"1767","SCZ",NA
"1768","EEMA",NA
"1769","EMXC",NA
"1770","EUFN",NA
"1771","IEUS",NA
"1772","RING",NA
"1773","SDG",NA
"1774","EWJE",NA
"1775","EWJV",NA
"1776","ENZL",NA
"1777","QAT",NA
"1778","TUR",NA
"1779","UAE",NA
"1780","IBB",NA
"1781","SOXX",NA
"1782","PFF",NA
"1783","AMCA",NA
"1784","EMIF",NA
"1785","ICLN",NA
"1786","WOOD",NA
"1787","INDY",NA
"1788","IJT",NA
"1789","DVY",NA
"1790","SHV",NA
"1791","IGSB",NA
"1792","ISRL","Oil &amp; Gas E&amp;P"
"1793","ITMR","Medical Devices"
"1794","ITI","Communication Equipment"
"1795","ITRM","Biotechnology"
"1796","ITRI","Scientific &amp; Technical Instruments"
"1797","ITRN","Communication Equipment"
"1798","IVENC",NA
"1799","IVFGC",NA
"1800","IVFVC",NA
"1801","IZEA","Internet Content &amp; Information"
"1802","JJSF","Packaged Foods"
"1803","MAYS","Real Estate - General"
"1804","JBHT","Integrated Shipping &amp; Logistics"
"1805","JCOM","Software - Infrastructure"
"1806","JKHY","Business Services"
"1807","JACK","Restaurants"
"1808","JAGX","Biotechnology"
"1809","JAKK","Leisure"
"1810","JRVR","Insurance - Property &amp; Casualty"
"1811","JSML",NA
"1812","JSMD",NA
"1813","JASN","Diversified Industrials"
"1814","JASNW",NA
"1815","JAZZ","Biotechnology"
"1816","JD","Specialty Retail"
"1817","JSYN","Conglomerates"
"1818","JSYNR",NA
"1819","JSYNU",NA
"1820","JSYNW",NA
"1821","JRSH","Apparel Manufacturing"
"1822","JBLU","Airlines"
"1823","JCTCF","Lumber &amp; Wood Production"
"1824","JMU","Specialty Retail"
"1825","JBSS","Packaged Foods"
"1826","JOUT","Leisure"
"1827","JNCE","Biotechnology"
"1828","KALU","Aluminum"
"1829","KALA","Biotechnology"
"1830","KLDO","Biotechnology"
"1831","KALV","Biotechnology"
"1832","KMDA","Biotechnology"
"1833","KNDI","Auto Manufacturers"
"1834","KPTI","Drug Manufacturers - Specialty &amp; Generic"
"1835","KZIA","Biotechnology"
"1836","KBLM","Conglomerates"
"1837","KBLMR",NA
"1838","KBLMU","Conglomerates"
"1839","KBLMW",NA
"1840","KBSF","Apparel Manufacturing"
"1841","KCAP","Asset Management"
"1842","KCAPL",NA
"1843","KRNY","Savings &amp; Cooperative Banks"
"1844","KELYA","Staffing &amp; Outsourcing Services"
"1845","KELYB","Staffing &amp; Outsourcing Services"
"1846","KMPH","Biotechnology"
"1847","KFFB","Savings &amp; Cooperative Banks"
"1848","KEQU","Business Equipment"
"1849","KTCC","Computer Systems"
"1850","KZR","Biotechnology"
"1851","KFRC","Staffing &amp; Outsourcing Services"
"1852","KE","Electronic Components"
"1853","KBAL","Business Equipment"
"1854","KIN","Biotechnology"
"1855","KGJI","Luxury Goods"
"1856","KINS","Insurance Brokers"
"1857","KNSA","Biotechnology"
"1858","KNSL","Insurance - Property &amp; Casualty"
"1859","KIRK","Specialty Retail"
"1860","KTOV","Biotechnology"
"1861","KTOVW",NA
"1862","KLAC","Semiconductor Equipment &amp; Materials"
"1863","KLXE","Oil &amp; Gas Equipment &amp; Services"
"1864","KOD","Biotechnology"
"1865","KONA","Restaurants"
"1866","KOPN","Semiconductors"
"1867","KRNT","Diversified Industrials"
"1868","KOSS","Consumer Electronics"
"1869","KWEB",NA
"1870","KTOS","Security &amp; Protection Services"
"1871","KRYS","Biotechnology"
"1872","KLIC","Semiconductor Equipment &amp; Materials"
"1873","KURA","Biotechnology"
"1874","KVHI","Communication Equipment"
"1875","FSTR","Railroads"
"1876","LJPC","Biotechnology"
"1877","LSBK","Savings &amp; Cooperative Banks"
"1878","LBAI","Banks - Regional - US"
"1879","LKFN","Banks - Regional - US"
"1880","LAKE","Medical Instruments &amp; Supplies"
"1881","LRCX","Semiconductor Equipment &amp; Materials"
"1882","LAMR","REIT - Diversified"
"1883","LANC","Packaged Foods"
"1884","LNDC","Farm Products"
"1885","LARK","Banks - Regional - US"
"1886","LMRK","Real Estate Services"
"1887","LMRKN",NA
"1888","LMRKO",NA
"1889","LMRKP",NA
"1890","LE","Specialty Retail"
"1891","LSTR","Integrated Shipping &amp; Logistics"
"1892","LNTH","Diagnostics &amp; Research"
"1893","LTRX","Communication Equipment"
"1894","LSCC","Semiconductors"
"1895","LAUR","Education &amp; Training Services"
"1896","LAWS","Industrial Distribution"
"1897","LAZY","Auto &amp; Truck Dealerships"
"1898","LCNB","Banks - Regional - US"
"1899","LPTX","Biotechnology"
"1900","LEGH","Residential Construction"
"1901","LGCY","Oil &amp; Gas E&amp;P"
"1902","LTXB","Banks - Regional - US"
"1903","INFR",NA
"1904","LVHD",NA
"1905","SQLV",NA
"1906","LACQ","Conglomerates"
"1907","LACQU","Conglomerates"
"1908","LACQW",NA
"1909","LMAT","Medical Instruments &amp; Supplies"
"1910","TREE","Specialty Finance"
"1911","LEVL","Banks - Regional - US"
"1912","LXRX","Biotechnology"
"1913","LX","Credit Services"
"1914","LFAC","Conglomerates"
"1915","LFACU","Conglomerates"
"1916","LFACW",NA
"1917","LGIH","Residential Construction"
"1918","LHCG","Medical Care"
"1919","LLIT","Medical Devices"
"1920","LBRDA","Pay TV"
"1921","LBRDK","Pay TV"
"1922","LEXEA","Internet Content &amp; Information"
"1923","LEXEB","Internet Content &amp; Information"
"1924","LBTYA","Pay TV"
"1925","LBTYB","Pay TV"
"1926","LBTYK","Pay TV"
"1927","LILA","Pay TV"
"1928","LILAK","Pay TV"
"1929","BATRA","Media - Diversified"
"1930","BATRK","Media - Diversified"
"1931","FWONA","Broadcasting - TV"
"1932","FWONK","Broadcasting - TV"
"1933","LSXMA","Broadcasting - Radio"
"1934","LSXMB","Broadcasting - Radio"
"1935","LSXMK","Broadcasting - Radio"
"1936","LTRPA","Internet Content &amp; Information"
"1937","LTRPB","Internet Content &amp; Information"
"1938","LCUT","Home Furnishings &amp; Fixtures"
"1939","LFVN","Household &amp; Personal Products"
"1940","LWAY","Packaged Foods"
"1941","LGND","Biotechnology"
"1942","LTBR","Business Services"
"1943","LPTH","Electronic Components"
"1944","LLEX","Oil &amp; Gas E&amp;P"
"1945","LMB","Engineering &amp; Construction"
"1946","LLNW","Internet Content &amp; Information"
"1947","LMST","Banks - Regional - US"
"1948","LMNR","Farm Products"
"1949","LINC","Education &amp; Training Services"
"1950","LECO","Tools &amp; Accessories"
"1951","LIND","Leisure"
"1952","LINDW",NA
"1953","LPCN","Drug Manufacturers - Specialty &amp; Generic"
"1954","YVR","Media - Diversified"
"1955","LQDA","Biotechnology"
"1956","LQDT","Specialty Retail"
"1957","LFUS","Electronics Distribution"
"1958","LIVN","Medical Devices"
"1959","LOB","Savings &amp; Cooperative Banks"
"1960","LIVE","Conglomerates"
"1961","LPSN","Software - Infrastructure"
"1962","LIVX","Media - Diversified"
"1963","LKQ","Auto Parts"
"1964","LMFA","Credit Services"
"1965","LMFAW",NA
"1966","LOGC","Biotechnology"
"1967","LOGI","Computer Systems"
"1968","LOGM","Software - Application"
"1969","CNCR",NA
"1970","CHNA",NA
"1971","LONE","Oil &amp; Gas E&amp;P"
"1972","LOAC","Conglomerates"
"1973","LOACR",NA
"1974","LOACU","Conglomerates"
"1975","LOACW",NA
"1976","LOOP","Waste Management"
"1977","LORL","Communication Equipment"
"1978","LPLA","Capital Markets"
"1979","LRAD","Scientific &amp; Technical Instruments"
"1980","LYTS","Electronic Components"
"1981","LULU","Apparel Stores"
"1982","LITE","Communication Equipment"
"1983","LMNX","Medical Instruments &amp; Supplies"
"1984","LUNA","Scientific &amp; Technical Instruments"
"1985","LKCO","Internet Content &amp; Information"
"1986","LBC","Banks - Regional - US"
"1987","MBTF","Banks - Regional - US"
"1988","MCBC","Banks - Regional - US"
"1989","MFNC","Banks - Regional - US"
"1990","MTSI","Semiconductors"
"1991","MGNX","Biotechnology"
"1992","MDGL","Biotechnology"
"1993","MAGS","Security &amp; Protection Services"
"1994","MGLN","Health Care Plans"
"1995","MGTA","Biotechnology"
"1996","MGIC","Software - Application"
"1997","MGYR","Banks - Regional - US"
"1998","MHLD","Insurance - Reinsurance"
"1999","MJCO","Software - Application"
"2000","MMYT","Leisure"
"2001","MBUU","Recreational Vehicles"
"2002","MLVF","Savings &amp; Cooperative Banks"
"2003","MAMS","Software - Infrastructure"
"2004","TUSK","Oil &amp; Gas Integrated"
"2005","RPIBC",NA
"2006","MANH","Software - Application"
"2007","LOAN","REIT - Diversified"
"2008","MNTX","Diversified Industrials"
"2009","MTEX","Household &amp; Personal Products"
"2010","MNKD","Biotechnology"
"2011","MANT","Software - Application"
"2012","MARA","Business Services"
"2013","MCHX","Marketing Services"
"2014","MRIN","Software - Application"
"2015","MARPS","Oil &amp; Gas Equipment &amp; Services"
"2016","MRNS","Biotechnology"
"2017","MRKR","Biotechnology"
"2018","MKTX","Capital Markets"
"2019","MRLN","Credit Services"
"2020","MAR","Lodging"
"2021","MBII","Agricultural Inputs"
"2022","MRTN","Trucking"
"2023","MMLP","Oil &amp; Gas Midstream"
"2024","MRVL","Semiconductors"
"2025","MASI","Medical Instruments &amp; Supplies"
"2026","MCFT","Recreational Vehicles"
"2027","MTCH","Internet Content &amp; Information"
"2028","MTLS","Software - Application"
"2029","MTRX","Oil &amp; Gas Equipment &amp; Services"
"2030","MAT","Leisure"
"2031","MATW","Conglomerates"
"2032","MXIM","Semiconductors"
"2033","MXWL","Electronic Components"
"2034","MGRC","Rental &amp; Leasing Services"
"2035","MDCA","Marketing Services"
"2036","MDJH","Real Estate Services"
"2037","MDRR",NA
"2038","MFIN","Credit Services"
"2039","MFINL",NA
"2040","MNOV","Biotechnology"
"2041","MDSO","Health Information Services"
"2042","MDGS","Medical Devices"
"2043","MDGSW",NA
"2044","MDWD","Biotechnology"
"2045","MEDP","Diagnostics &amp; Research"
"2046","MEIP","Drug Manufacturers - Specialty &amp; Generic"
"2047","MGTX","Biotechnology"
"2048","MLCO","Resorts &amp; Casinos"
"2049","MLNT","Biotechnology"
"2050","MLNX","Semiconductors"
"2051","MELR","Banks - Regional - US"
"2052","MNLO","Biotechnology"
"2053","MTSL","Telecom Services"
"2054","MELI","Specialty Retail"
"2055","AMTB","Banks - Regional - US"
"2056","AMTBB","Banks - Regional - US"
"2057","MBWM","Banks - Regional - US"
"2058","MERC","Paper &amp; Paper Products"
"2059","MBIN","Banks - Regional - US"
"2060","MRCY","Computer Systems"
"2061","EBSB","Savings &amp; Cooperative Banks"
"2062","VIVO","Diagnostics &amp; Research"
"2063","MRBK","Banks - Regional - US"
"2064","MMSI","Medical Instruments &amp; Supplies"
"2065","MACK","Biotechnology"
"2066","MRSN","Biotechnology"
"2067","MRUS","Biotechnology"
"2068","MESA","Airlines"
"2069","MLAB","Scientific &amp; Technical Instruments"
"2070","MESO","Biotechnology"
"2071","CASH","Savings &amp; Cooperative Banks"
"2072","MEOH","Chemicals"
"2073","MGEE","Utilities - Diversified"
"2074","MGPI","Packaged Foods"
"2075","MBOT","Medical Instruments &amp; Supplies"
"2076","MCHP","Semiconductors"
"2077","MU","Semiconductor Memory"
"2078","MSFT","Software - Infrastructure"
"2079","MSTR","Software - Application"
"2080","MVIS","Electronic Components"
"2081","MICT","Aerospace &amp; Defense"
"2082","MPB","Banks - Regional - US"
"2083","MTP","Biotechnology"
"2084","MCEP","Oil &amp; Gas E&amp;P"
"2085","MBCN","Banks - Regional - US"
"2086","MSEX","Utilities - Regulated Water"
"2087","MSBI","Banks - Regional - US"
"2088","MSVB","Banks - Regional - US"
"2089","MOFG","Banks - Regional - US"
"2090","MLND","Biotechnology"
"2091","TIGO","Telecom Services"
"2092","MIME","Software - Infrastructure"
"2093","MNDO","Software - Infrastructure"
"2094","NERV","Biotechnology"
"2095","MGEN","Diagnostics &amp; Research"
"2096","MRTX","Biotechnology"
"2097","MSON","Medical Devices"
"2098","MIND","Scientific &amp; Technical Instruments"
"2099","MINDP","Scientific &amp; Technical Instruments"
"2100","MITK","Software - Application"
"2101","MKSI","Scientific &amp; Technical Instruments"
"2102","MMAC","Specialty Finance"
"2103","MTC","Capital Markets"
"2104","MINI","Rental &amp; Leasing Services"
"2105","MOBL","Software - Application"
"2106","MMDM","Conglomerates"
"2107","MMDMR",NA
"2108","MMDMU","Conglomerates"
"2109","MMDMW",NA
"2110","MRNA","Biotechnology"
"2111","MOGO","Credit Services"
"2112","MTEM","Biotechnology"
"2113","MBRX","Biotechnology"
"2114","MNTA","Drug Manufacturers - Specialty &amp; Generic"
"2115","MOMO","Internet Content &amp; Information"
"2116","MKGI","Marketing Services"
"2117","MCRI","Resorts &amp; Casinos"
"2118","MDLZ","Confectioners"
"2119","MGI","Credit Services"
"2120","MDB","Software - Application"
"2121","MNCL","Conglomerates"
"2122","MNCLU","Conglomerates"
"2123","MNCLW",NA
"2124","MPWR","Semiconductors"
"2125","TYPE","Software - Application"
"2126","MNRO","Auto Parts"
"2127","MRCC","Specialty Finance"
"2128","MRCCL",NA
"2129","MNST","Beverages - Soft Drinks"
"2130","MORN","Business Services"
"2131","MOR","Biotechnology"
"2132","MOSY","Semiconductors"
"2133","MTFB","Biotechnology"
"2134","MTFBW",NA
"2135","MPAA","Auto Parts"
"2136","MOTS","Diagnostics &amp; Research"
"2137","MPVD","Industrial Metals &amp; Minerals"
"2138","MOXC","Internet Content &amp; Information"
"2139","COOP","Specialty Finance"
"2140","MSBF","Savings &amp; Cooperative Banks"
"2141","MTBC","Health Information Services"
"2142","MTBCP","Health Information Services"
"2143","MTEC","Conglomerates"
"2144","MTECU","Conglomerates"
"2145","MTECW",NA
"2146","MTSC","Scientific &amp; Technical Instruments"
"2147","MUDS","Conglomerates"
"2148","MUDSU","Conglomerates"
"2149","MUDSW",NA
"2150","LABL","Business Services"
"2151","MBIO","Biotechnology"
"2152","MFSF","Banks - Regional - US"
"2153","MVBF","Banks - Regional - US"
"2154","MYSZ","Software - Application"
"2155","MYL","Drug Manufacturers - Specialty &amp; Generic"
"2156","MYND","Diagnostics &amp; Research"
"2157","MYNDW",NA
"2158","MYOK","Biotechnology"
"2159","MYOS","Drug Manufacturers - Specialty &amp; Generic"
"2160","MYRG","Engineering &amp; Construction"
"2161","MYGN","Diagnostics &amp; Research"
"2162","NBRV","Biotechnology"
"2163","NAKD","Apparel Manufacturing"
"2164","NNDM","Computer Systems"
"2165","NANO","Semiconductor Equipment &amp; Materials"
"2166","NSTG","Biotechnology"
"2167","NAOV","Medical Devices"
"2168","NH","Health Information Services"
"2169","NK","Biotechnology"
"2170","NSSC","Security &amp; Protection Services"
"2171","NDAQ","Financial Exchanges"
"2172","NTRA","Diagnostics &amp; Research"
"2173","NATH","Restaurants"
"2174","NKSH","Banks - Regional - US"
"2175","FIZZ","Beverages - Soft Drinks"
"2176","NCMI","Marketing Services"
"2177","NCOM","Banks - Regional - US"
"2178","NESR","Conglomerates"
"2179","NESRW",NA
"2180","NGHC","Insurance - Property &amp; Casualty"
"2181","NGHCN","Insurance - Property &amp; Casualty"
"2182","NGHCO","Insurance - Property &amp; Casualty"
"2183","NGHCP","Insurance - Property &amp; Casualty"
"2184","NGHCZ",NA
"2185","NHLD","Capital Markets"
"2186","NHLDW",NA
"2187","NATI","Software - Application"
"2188","NRC","Diagnostics &amp; Research"
"2189","NSEC","Insurance - Property &amp; Casualty"
"2190","EYE","Specialty Retail"
"2191","NWLI","Insurance - Life"
"2192","NAII","Household &amp; Personal Products"
"2193","NHTC","Household &amp; Personal Products"
"2194","NATR","Household &amp; Personal Products"
"2195","BABY","Medical Devices"
"2196","JSM",NA
"2197","NAVI","Credit Services"
"2198","NMCI","Shipping &amp; Ports"
"2199","NBTB","Banks - Regional - US"
"2200","NCSM","Oil &amp; Gas Equipment &amp; Services"
"2201","NEBU","Conglomerates"
"2202","NEBUU","Conglomerates"
"2203","NEBUW",NA
"2204","NKTR","Biotechnology"
"2205","NMRD","Medical Devices"
"2206","NEOG","Diagnostics &amp; Research"
"2207","NEO","Diagnostics &amp; Research"
"2208","NTGN","Biotechnology"
"2209","NEON","Electronic Components"
"2210","NEOS","Drug Manufacturers - Specialty &amp; Generic"
"2211","NVCN","Medical Devices"
"2212","NEPT","Packaged Foods"
"2213","UEPS","Business Services"
"2214","NETE","Internet Content &amp; Information"
"2215","NTAP","Data Storage"
"2216","NTES","Internet Content &amp; Information"
"2217","NFLX","Media - Diversified"
"2218","NTGR","Communication Equipment"
"2219","NTCT","Software - Application"
"2220","NTWK","Software - Application"
"2221","CUR","Biotechnology"
"2222","NBIX","Biotechnology"
"2223","NURO","Medical Instruments &amp; Supplies"
"2224","NUROW",NA
"2225","STIM","Diagnostics &amp; Research"
"2226","NTRP","Biotechnology"
"2227","NBEV","Beverages - Soft Drinks"
"2228","NFE","Utilities - Regulated Gas"
"2229","NYMT","REIT - Residential"
"2230","NYMTN","REIT - Residential"
"2231","NYMTO","REIT - Residential"
"2232","NYMTP","REIT - Residential"
"2233","NEWA","Waste Management"
"2234","NWL","Household &amp; Personal Products"
"2235","NLNK","Biotechnology"
"2236","NMRK","Real Estate Services"
"2237","NWS","Broadcasting - TV"
"2238","NWSA","Broadcasting - TV"
"2239","NEWT","Asset Management"
"2240","NEWTI",NA
"2241","NEWTZ",NA
"2242","NXST","Broadcasting - TV"
"2243","NEXT","Oil &amp; Gas E&amp;P"
"2244","NXGN","Health Information Services"
"2245","BIMI","Diversified Industrials"
"2246","NODK","Insurance - Property &amp; Casualty"
"2247","EGOV","Software - Application"
"2248","NICE","Software - Application"
"2249","NICK","Credit Services"
"2250","NCBS","Banks - Regional - US"
"2251","NITE","Biotechnology"
"2252","NIHD","Telecom Services"
"2253","NIU","Auto Manufacturers"
"2254","LASR","Semiconductors"
"2255","NMIH","Insurance - Property &amp; Casualty"
"2256","NNBR","Tools &amp; Accessories"
"2257","NDLS","Restaurants"
"2258","NDSN","Diversified Industrials"
"2259","NSYS","Electronic Components"
"2260","NBN","Banks - Regional - US"
"2261","NTIC","Specialty Chemicals"
"2262","NTRS","Asset Management"
"2263","NTRSP","Asset Management"
"2264","NFBK","Banks - Regional - US"
"2265","NRIM","Banks - Regional - US"
"2266","NWBI","Savings &amp; Cooperative Banks"
"2267","NWPX","Metal Fabrication"
"2268","NCLH","Leisure"
"2269","NWFL","Banks - Regional - US"
"2270","NVFY","Home Furnishings &amp; Fixtures"
"2271","NVMI","Semiconductor Equipment &amp; Materials"
"2272","NOVN","Biotechnology"
"2273","NOVT","Scientific &amp; Technical Instruments"
"2274","NVAX","Biotechnology"
"2275","NVLN","Biotechnology"
"2276","NVCR",NA
"2277","NVMM","Conglomerates"
"2278","NVUS","Biotechnology"
"2279","NUAN","Software - Application"
"2280","NCNA","Biotechnology"
"2281","NTNX","Software - Infrastructure"
"2282","NUVA","Medical Devices"
"2283","NVTR","Medical Devices"
"2284","QQQX","Asset Management"
"2285","NVEE","Engineering &amp; Construction"
"2286","NVEC","Semiconductors"
"2287","NVDA","Semiconductors"
"2288","NXPI","Semiconductors"
"2289","NXTD","Security &amp; Protection Services"
"2290","NXTDW",NA
"2291","NYMX","Biotechnology"
"2292","OIIM","Electronic Components"
"2293","OVLY","Banks - Regional - US"
"2294","OCSL","Credit Services"
"2295","OCSLL",NA
"2296","OCSI","Asset Management"
"2297","OASM","Drug Manufacturers - Major"
"2298","OBLN","Medical Devices"
"2299","OBSV","Biotechnology"
"2300","OBCI","Household &amp; Personal Products"
"2301","OPTT","Diversified Industrials"
"2302","OCFC","Savings &amp; Cooperative Banks"
"2303","OFED","Savings &amp; Cooperative Banks"
"2304","OCUL","Biotechnology"
"2305","ODT","Biotechnology"
"2306","OMEX","Business Services"
"2307","ODP","Specialty Retail"
"2308","OPI","REIT - Office"
"2309","OPINI",NA
"2310","OFS","Asset Management"
"2311","OFSSL",NA
"2312","OFSSZ",NA
"2313","OCCI","Asset Management"
"2314","OHAI","Asset Management"
"2315","OVBC","Banks - Regional - US"
"2316","OHRP","Biotechnology"
"2317","OKTA","Software - Infrastructure"
"2318","ODFL","Trucking"
"2319","OLBK","Banks - Regional - US"
"2320","ONB","Banks - Regional - US"
"2321","OPOF","Banks - Regional - US"
"2322","OSBC","Banks - Regional - US"
"2323","OSBCP",NA
"2324","OLLI","Discount Stores"
"2325","ZEUS","Steel"
"2326","OFLX","Diversified Industrials"
"2327","OMER","Biotechnology"
"2328","OMCL","Health Information Services"
"2329","ON","Semiconductors"
"2330","OTIV","Business Equipment"
"2331","ONCY","Biotechnology"
"2332","OMED","Biotechnology"
"2333","ONTX","Biotechnology"
"2334","ONTXW",NA
"2335","ONCS","Biotechnology"
"2336","OSS","Computer Systems"
"2337","OSPN","Software - Application"
"2338","OSW",NA
"2339","OPBK","Banks - Regional - US"
"2340","OTEX","Software - Application"
"2341","OPRA","Internet Content &amp; Information"
"2342","OPES","Conglomerates"
"2343","OPESU","Conglomerates"
"2344","OPESW",NA
"2345","OPGN","Diagnostics &amp; Research"
"2346","OPGNW",NA
"2347","OPHT","Biotechnology"
"2348","OPNT","Biotechnology"
"2349","OPK","Drug Manufacturers - Specialty &amp; Generic"
"2350","OBAS","Real Estate Services"
"2351","OCC","Communication Equipment"
"2352","OPRX","Health Information Services"
"2353","OPHC","Banks - Regional - US"
"2354","OPTN","Drug Manufacturers - Specialty &amp; Generic"
"2355","OPB","Banks - Regional - US"
"2356","ORMP","Biotechnology"
"2357","OSUR","Medical Instruments &amp; Supplies"
"2358","ORBC","Telecom Services"
"2359","ORTX","Biotechnology"
"2360","ORLY","Specialty Retail"
"2361","ORGO","Drug Manufacturers - Specialty &amp; Generic"
"2362","ONVO","Diagnostics &amp; Research"
"2363","ORGS","Biotechnology"
"2364","SEED","Farm Products"
"2365","OBNK","Banks - Regional - US"
"2366","OESX","Electronic Components"
"2367","ORIT","Banks - Regional - US"
"2368","ORRF","Banks - Regional - US"
"2369","OFIX","Medical Devices"
"2370","KIDS","Medical Devices"
"2371","OSIS","Electronic Components"
"2372","OSIR","Biotechnology"
"2373","OSMT","Biotechnology"
"2374","OSN","Steel"
"2375","OTEL","Telecom Services"
"2376","OTIC","Biotechnology"
"2377","OTTW","Banks - Regional - US"
"2378","OTTR","Utilities - Diversified"
"2379","OTLK","Biotechnology"
"2380","OTLKW",NA
"2381","OSTK","Specialty Retail"
"2382","OVID","Biotechnology"
"2383","OXBR","Insurance - Reinsurance"
"2384","OXBRW",NA
"2385","OXFD","Diagnostics &amp; Research"
"2386","OXLC","Asset Management"
"2387","OXLCM","Asset Management"
"2388","OXLCO","Asset Management"
"2389","OXSQ","Asset Management"
"2390","OXSQL",NA
"2391","PFIN","Tools &amp; Accessories"
"2392","PTSI","Trucking"
"2393","PCAR","Truck Manufacturing"
"2394","VETS",NA
"2395","PACB","Diagnostics &amp; Research"
"2396","PCB","Banks - Regional - US"
"2397","PEIX","Oil &amp; Gas Refining &amp; Marketing"
"2398","PMBC","Banks - Regional - US"
"2399","PPBI","Banks - Regional - US"
"2400","PCRX","Drug Manufacturers - Specialty &amp; Generic"
"2401","PACW","Banks - Regional - US"
"2402","PTIE","Biotechnology"
"2403","PAAS","Silver"
"2404","PANL","Shipping &amp; Ports"
"2405","PZZA","Restaurants"
"2406","FRSH","Restaurants"
"2407","PRTK","Biotechnology"
"2408","TEUM","Telecom Services"
"2409","PNRL","Industrial Metals &amp; Minerals"
