"","Symbol","industry"
"3169","UFCS","Insurance - Property &amp; Casualty"
"3170","UIHC","Insurance - Property &amp; Casualty"
"3171","UNFI","Food Distribution"
"3172","UBFO","Banks - Regional - US"
"3173","USLM","Building Materials"
"3174","UTHR","Biotechnology"
"3175","UG","Household &amp; Personal Products"
"3176","UNIT","REIT - Industrial"
"3177","UNTY","Banks - Regional - US"
"3178","UBX","Biotechnology"
"3179","OLED","Semiconductor Equipment &amp; Materials"
"3180","UEIC","Consumer Electronics"
"3181","UFPI","Lumber &amp; Wood Production"
"3182","ULH","Trucking"
"3183","USAP","Steel"
"3184","UVSP","Banks - Regional - US"
"3185","UMRX","Biotechnology"
"3186","TIGR","Capital Markets"
"3187","UPLD","Software - Application"
"3188","UPWK","Internet Content &amp; Information"
"3189","UONE","Broadcasting - Radio"
"3190","UONEK","Broadcasting - Radio"
"3191","URBN","Apparel Stores"
"3192","MYT","Specialty Chemicals"
"3193","URGN","Biotechnology"
"3194","UROV","Biotechnology"
"3195","ECOL","Waste Management"
"3196","USAT","Software - Infrastructure"
"3197","USATP","Software - Infrastructure"
"3198","USAK","Trucking"
"3199","UTMD","Medical Instruments &amp; Supplies"
"3200","UTSI","Telecom Services"
"3201","UXIN","Internet Content &amp; Information"
"3202","VCNX","Biotechnology"
"3203","VLRX","Medical Instruments &amp; Supplies"
"3204","VALX",NA
"3205","VLY","Banks - Regional - US"
"3206","VLYPO","Banks - Regional - US"
"3207","VLYPP","Banks - Regional - US"
"3208","VALU","Publishing"
"3209","VNDA","Biotechnology"
"3210","BBH",NA
"3211","GNRX",NA
"3212","PPH",NA
"3213","VWOB",NA
"3214","VNQI",NA
"3215","VCIT",NA
"3216","VGIT",NA
"3217","VIGI",NA
"3218","VYMI",NA
"3219","VCLT",NA
"3220","VGLT",NA
"3221","VMBS",NA
"3222","VONE",NA
"3223","VONG",NA
"3224","VONV",NA
"3225","VTWO",NA
"3226","VTWG",NA
"3227","VTWV",NA
"3228","VTHR",NA
"3229","VCSH",NA
"3230","VTIP",NA
"3231","VGSH",NA
"3232","BND",NA
"3233","VTC",NA
"3234","BNDX",NA
"3235","VXUS",NA
"3236","BNDW",NA
"3237","VEAC","Conglomerates"
"3238","VEACU","Conglomerates"
"3239","VEACW",NA
"3240","VREX","Diagnostics &amp; Research"
"3241","VRNS","Software - Infrastructure"
"3242","VBLT","Biotechnology"
"3243","VXRT","Biotechnology"
"3244","VBIV","Biotechnology"
"3245","VTIQ","Conglomerates"
"3246","VTIQU","Conglomerates"
"3247","VTIQW",NA
"3248","VECO","Semiconductor Equipment &amp; Materials"
"3249","VEON","Telecom Services"
"3250","VRA","Footwear &amp; Accessories"
"3251","VCYT","Biotechnology"
"3252","VSTM","Biotechnology"
"3253","VCEL","Biotechnology"
"3254","VRNT","Software - Application"
"3255","VRSN","Internet Content &amp; Information"
"3256","VRSK","Business Services"
"3257","VBTX","Banks - Regional - US"
"3258","VERI","Software - Infrastructure"
"3259","VRML","Diagnostics &amp; Research"
"3260","VRNA","Biotechnology"
"3261","VRRM","Security &amp; Protection Services"
"3262","VRCA","Biotechnology"
"3263","VTNR","Waste Management"
"3264","VRTX","Biotechnology"
"3265","VERU","Drug Manufacturers - Specialty &amp; Generic"
"3266","VIA","Media - Diversified"
"3267","VIAB","Media - Diversified"
"3268","VSAT","Communication Equipment"
"3269","VIAV","Communication Equipment"
"3270","VICL","Biotechnology"
"3271","VICR","Electronic Components"
"3272","VCTR","Asset Management"
"3273","CIZ",NA
"3274","VSDA",NA
"3275","CEY",NA
"3276","CEZ",NA
"3277","CID",NA
"3278","CIL",NA
"3279","CFO",NA
"3280","CFA",NA
"3281","CSF",NA
"3282","CDC",NA
"3283","CDL",NA
"3284","VSMV",NA
"3285","CSB",NA
"3286","CSA",NA
"3287","VRAY","Medical Devices"
"3288","VKTX","Biotechnology"
"3289","VKTXW",NA
"3290","VBFC","Banks - Regional - US"
"3291","VFF","Farm Products"
"3292","VLGEA","Grocery Stores"
"3293","VIOT","Consumer Electronics"
"3294","VNOM","Oil &amp; Gas Midstream"
"3295","VIRC","Business Equipment"
"3296","VTSI","Aerospace &amp; Defense"
"3297","VIRT","Capital Markets"
"3298","VRTS","Asset Management"
"3299","VRTSP","Asset Management"
"3300","BBC",NA
"3301","BBP",NA
"3302","VRTU","Information Technology Services"
"3303","VISL","Communication Equipment"
"3304","VTGN","Biotechnology"
"3305","VC","Auto Parts"
"3306","VTL","Biotechnology"
"3307","VIVE","Medical Devices"
"3308","VVPR","Solar"
"3309","VVUS","Biotechnology"
"3310","VOD","Telecom Services"
"3311","VOXX","Auto Parts"
"3312","VYGR","Biotechnology"
"3313","VSEC","Engineering &amp; Construction"
"3314","VTVT","Biotechnology"
"3315","VUZI","Consumer Electronics"
"3316","WTRH","Restaurants"
"3317","WBA","Pharmaceutical Retailers"
"3318","WAFD","Savings &amp; Cooperative Banks"
"3319","WASH","Banks - Regional - US"
"3320","WSBF","Savings &amp; Cooperative Banks"
"3321","WVE","Biotechnology"
"3322","WSTG","Computer Distribution"
"3323","WCFB","Banks - Regional - US"
"3324","WDFC","Specialty Chemicals"
"3325","HHHH","Conglomerates"
"3326","HHHHR",NA
"3327","HHHHU","Conglomerates"
"3328","HHHHW",NA
"3329","WB","Internet Content &amp; Information"
"3330","WTW","Personal Services"
"3331","WEBK","Banks - Regional - US"
"3332","WEN","Restaurants"
"3333","WERN","Trucking"
"3334","WSBC","Banks - Regional - US"
"3335","WTBA","Banks - Regional - US"
"3336","WABC","Banks - Regional - US"
"3337","WSTL","Communication Equipment"
"3338","WINC",NA
"3339","WBND",NA
"3340","WDC","Data Storage"
"3341","WNEB","Banks - Regional - US"
"3342","WPRT","Auto Parts"
"3343","WWR","Industrial Metals &amp; Minerals"
"3344","WEYS","Footwear &amp; Accessories"
"3345","WHLR","REIT - Retail"
"3346","WHLRD","REIT - Retail"
"3347","WHLRP","REIT - Retail"
"3348","WHLRW",NA
"3349","WHF","Asset Management"
"3350","WHFBZ",NA
"3351","WHLM","Business Services"
"3352","WVVI","Beverages - Wineries &amp; Distilleries"
"3353","WVVIP","Beverages - Wineries &amp; Distilleries"
"3354","WLDN","Engineering &amp; Construction"
"3355","WLFC","Rental &amp; Leasing Services"
"3356","WLTW","Insurance Brokers"
"3357","WSC","Rental &amp; Leasing Services"
"3358","WING","Restaurants"
"3359","WINA","Specialty Retail"
"3360","WINS","Asset Management"
"3361","WTFC","Banks - Regional - US"
"3362","WTFCM","Banks - Regional - US"
"3363","AGND",NA
"3364","CXSE",NA
"3365","EMCG",NA
"3366","EMCB",NA
"3367","DGRE",NA
"3368","DXGE",NA
"3369","HYZD",NA
"3370","AGZD",NA
"3371","WETF","Asset Management"
"3372","DXJS",NA
"3373","GULF",NA
"3374","HYND",NA
"3375","DGRW",NA
"3376","DGRS",NA
"3377","WIX","Internet Content &amp; Information"
"3378","WWD","Aerospace &amp; Defense"
"3379","WDAY","Software - Application"
"3380","WKHS","Auto Parts"
"3381","WRLD","Credit Services"
"3382","WRTC","Security &amp; Protection Services"
"3383","WMGI","Medical Devices"
"3384","WSFS","Banks - Regional - US"
"3385","WVFC","Savings &amp; Cooperative Banks"
"3386","WYNN","Resorts &amp; Casinos"
"3387","XFOR","Biotechnology"
"3388","XBIT","Biotechnology"
"3389","XELB","Apparel Manufacturing"
"3390","XEL","Utilities - Regulated Electric"
"3391","XNCR","Biotechnology"
"3392","XBIO","Biotechnology"
"3393","XENE","Biotechnology"
"3394","XERS","Biotechnology"
"3395","XLNX","Semiconductors"
"3396","XOMA","Biotechnology"
"3397","XPER","Semiconductor Equipment &amp; Materials"
"3398","XSPA","Personal Services"
"3399","XTLB","Biotechnology"
"3400","XNET","Software - Application"
"3401","YNDX","Internet Content &amp; Information"
"3402","YRIV","Real Estate - General"
"3403","YTRA","Leisure"
"3404","YTEN","Specialty Chemicals"
"3405","YIN","Capital Markets"
"3406","YMAB","Biotechnology"
"3407","YOGA","Personal Services"
"3408","YGYI","Packaged Foods"
"3409","YRCW","Trucking"
"3410","YY","Internet Content &amp; Information"
"3411","ZFGN","Biotechnology"
"3412","ZAGG","Specialty Retail"
"3413","ZLAB","Biotechnology"
"3414","ZEAL","Biotechnology"
"3415","ZBRA","Diversified Industrials"
"3416","Z","Real Estate Services"
"3417","ZG","Real Estate Services"
"3418","ZN","Oil &amp; Gas E&amp;P"
"3419","ZNWAA",NA
"3420","ZION","Banks - Regional - US"
"3421","ZIONW",NA
"3422","ZIOP","Biotechnology"
"3423","ZIXI","Software - Application"
"3424","ZKIN","Steel"
"3425","ZGNX","Drug Manufacturers - Major"
"3426","ZSAN","Biotechnology"
"3427","ZS","Software - Infrastructure"
"3428","ZUMZ","Specialty Retail"
"3429","ZYNE","Biotechnology"
"3430","ZYXI","Medical Devices"
"3431","ZNGA","Electronic Gaming &amp; Multimedia"
