"","Symbol","industry"
"2531","SKX","Footwear &amp; Accessories"
"2532","SKY","Residential Construction"
"2533","SLG","REIT - Office"
"2534","SLG^I",NA
"2535","SM","Oil &amp; Gas E&amp;P"
"2536","SFS","Grocery Stores"
"2537","SMAR","Software - Application"
"2538","SNN","Medical Devices"
"2539","SNAP","Internet Content &amp; Information"
"2540","SNA","Tools &amp; Accessories"
"2541","IPOA","Conglomerates"
"2542","IPOA.U",NA
"2543","IPOA.WS",NA
"2544","SQM","Chemicals"
"2545","SOGO","Internet Content &amp; Information"
"2546","SOI","Oil &amp; Gas Equipment &amp; Services"
"2547","SWI","Software - Infrastructure"
"2548","SAH","Auto &amp; Truck Dealerships"
"2549","SON","Packaging &amp; Containers"
"2550","SNE","Consumer Electronics"
"2551","BID","Specialty Retail"
"2552","SOR","Asset Management"
"2553","SJI","Utilities - Regulated Gas"
"2554","SJIU",NA
"2555","SCE^G",NA
"2556","SCE^H",NA
"2557","SCE^J",NA
"2558","SCE^K",NA
"2559","SCE^L",NA
"2560","SO","Utilities - Regulated Electric"
"2561","SOJA",NA
"2562","SOJB",NA
"2563","SOJC",NA
"2564","SCCO","Copper"
"2565","LUV","Airlines"
"2566","SWX","Utilities - Regulated Gas"
"2567","SWN","Oil &amp; Gas E&amp;P"
"2568","SPAQ","Asset Management"
"2569","SPAQ.U",NA
"2570","SPAQ.WS",NA
"2571","SPE","Asset Management"
"2572","SPE^B",NA
"2573","SPB           ","Home Furnishings &amp; Fixtures"
"2574","TRK","Leisure"
"2575","SR","Utilities - Regulated Gas"
"2576","SPR","Aerospace &amp; Defense"
"2577","SAVE","Airlines"
"2578","SMTA","REIT - Diversified"
"2579","SRC","REIT - Diversified"
"2580","SRC^A",NA
"2581","SPOT","Internet Content &amp; Information"
"2582","SRLP","Oil &amp; Gas Refining &amp; Marketing"
"2583","S","Telecom Services"
"2584","SPXC","Diversified Industrials"
"2585","FLOW","Diversified Industrials"
"2586","SQ","Software - Application"
"2587","JOE","Real Estate - General"
"2588","STAG","REIT - Industrial"
"2589","STAG^C",NA
"2590","SSI","Apparel Stores"
"2591","SMP","Auto Parts"
"2592","SXI","Diversified Industrials"
"2593","SWJ",NA
"2594","SWK","Tools &amp; Accessories"
"2595","SWP",NA
"2596","STN","Engineering &amp; Construction"
"2597","SGU","Oil &amp; Gas Midstream"
"2598","SRT","Business Services"
"2599","STWD","REIT - Diversified"
"2600","STT","Asset Management"
"2601","STT^C",NA
"2602","STT^D",NA
"2603","STT^E",NA
"2604","STT^G",NA
"2605","SPLP","Conglomerates"
"2606","SPLP^A",NA
"2607","SCS","Business Equipment"
"2608","SCA",NA
"2609","SCM","Asset Management"
"2610","SCL","Specialty Chemicals"
"2611","STE","Medical Instruments &amp; Supplies"
"2612","STL","Banks - Regional - US"
"2613","STL^A",NA
"2614","STC","Insurance - Property &amp; Casualty"
"2615","SF","Capital Markets"
"2616","SF^A",NA
"2617","SF^B",NA
"2618","SFB",NA
"2619","STM","Semiconductors"
"2620","EDF","Asset Management"
"2621","EDI","Asset Management"
"2622","STON","Personal Services"
"2623","SRI","Auto Parts"
"2624","STOR","REIT - Diversified"
"2625","GJH",NA
"2626","GJO",NA
"2627","GJS",NA
"2628","SYK","Medical Devices"
"2629","MSC","Resorts &amp; Casinos"
"2630","RGR","Aerospace &amp; Defense"
"2631","SPH","Utilities - Regulated Gas"
"2632","SMFG","Banks - Global"
"2633","INN","REIT - Hotel &amp; Motel"
"2634","INN^D",NA
"2635","INN^E",NA
"2636","SUM","Building Materials"
"2637","SMLP","Oil &amp; Gas Midstream"
"2638","SUI","REIT - Residential"
"2639","SLF","Insurance - Diversified"
"2640","SXCP","Coal"
"2641","SXC","Coal"
"2642","SU","Oil &amp; Gas Integrated"
"2643","STG","Education &amp; Training Services"
"2644","SUN","Oil &amp; Gas Refining &amp; Marketing"
"2645","SHO","REIT - Hotel &amp; Motel"
"2646","SHO^E",NA
"2647","SHO^F",NA
"2648","STI","Banks - Regional - US"
"2649","STI^A",NA
"2650","SPN","Oil &amp; Gas Equipment &amp; Services"
"2651","SUP","Auto Parts"
"2652","SUZ","Paper &amp; Paper Products"
"2653","SWZ","Asset Management"
"2654","SWCH","Information Technology Services"
"2655","SYF","Credit Services"
"2656","SNX","Business Services"
"2657","SNV","Banks - Regional - US"
"2658","SNV^D",NA
"2659","GJP",NA
"2660","GJR",NA
"2661","GJT",NA
"2662","GJV",NA
"2663","SYY","Food Distribution"
"2664","SYX","Specialty Retail"
"2665","DATA","Software - Application"
"2666","TLRD","Apparel Stores"
"2667","TWN","Asset Management"
"2668","TSM","Semiconductors"
"2669","TAK","Drug Manufacturers - Specialty &amp; Generic"
"2670","TAL","Education &amp; Training Services"
"2671","TGE","Oil &amp; Gas Midstream"
"2672","TALO","Oil &amp; Gas E&amp;P"
"2673","SKT","REIT - Retail"
"2674","TPR","Luxury Goods"
"2675","NGLS^A",NA
"2676","TRGP","Oil &amp; Gas Midstream"
"2677","TGT","Discount Stores"
"2678","TARO","Drug Manufacturers - Specialty &amp; Generic"
"2679","TTM","Auto Manufacturers"
"2680","TCO","REIT - Retail"
"2681","TCO^J",NA
"2682","TCO^K",NA
"2683","TMHC","Residential Construction"
"2684","TCP","Oil &amp; Gas Midstream"
"2685","TCF","Banks - Regional - US"
"2686","TCF^D",NA
"2687","TSI","Asset Management"
"2688","TEL","Electronic Components"
"2689","TISI","Business Services"
"2690","FTI","Oil &amp; Gas Equipment &amp; Services"
"2691","TECK","Industrial Metals &amp; Minerals"
"2692","TK","Oil &amp; Gas Integrated"
"2693","TGP","Shipping &amp; Ports"
"2694","TGP^A",NA
"2695","TGP^B",NA
"2696","TOO","Shipping &amp; Ports"
"2697","TOO^A",NA
"2698","TOO^B",NA
"2699","TOO^E",NA
"2700","TNK","Shipping &amp; Ports"
"2701","GCI","Publishing"
"2702","TGNA","Broadcasting - TV"
"2703","TRC","Real Estate - General"
"2704","HQH","Asset Management"
"2705","THQ","Asset Management"
"2706","HQL","Asset Management"
"2707","THW","Asset Management"
"2708","TDOC","Health Information Services"
"2709","TLRA","Software - Application"
"2710","TEO","Telecom Services"
"2711","TI","Telecom Services"
"2712","TI.A",NA
"2713","TDY","Scientific &amp; Technical Instruments"
"2714","TFX","Medical Instruments &amp; Supplies"
"2715","VIV","Telecom Services"
"2716","TEF","Telecom Services"
"2717","TDA",NA
"2718","TDE",NA
"2719","TDI",NA
"2720","TDJ",NA
"2721","TDS","Telecom Services"
"2722","TU","Telecom Services"
"2723","TDF","Asset Management"
"2724","EMF","Asset Management"
"2725","TEI","Asset Management"
"2726","GIM","Asset Management"
"2727","TPX","Home Furnishings &amp; Fixtures"
"2728","TS","Oil &amp; Gas Equipment &amp; Services"
"2729","TME","Internet Content &amp; Information"
"2730","THC","Medical Care"
"2731","TNC","Diversified Industrials"
"2732","TEN","Auto Parts"
"2733","TVC",NA
"2734","TVE",NA
"2735","TDC","Data Storage"
"2736","TEX","Farm &amp; Construction Equipment"
"2737","TX","Steel"
"2738","TRNO","REIT - Industrial"
"2739","TTI","Oil &amp; Gas Equipment &amp; Services"
"2740","TEVA","Drug Manufacturers - Specialty &amp; Generic"
"2741","TPL","Real Estate - General"
"2742","TGH","Rental &amp; Leasing Services"
"2743","TXT","Aerospace &amp; Defense"
"2744","AES","Utilities - Diversified"
"2745","BX","Asset Management"
"2746","CEE","Asset Management"
"2747","SCHW","Capital Markets"
"2748","SCHW^C",NA
"2749","SCHW^D",NA
"2750","COO","Medical Instruments &amp; Supplies"
"2751","GRX","Asset Management"
"2752","GRX^A",NA
"2753","GRX^B",NA
"2754","GDL","Asset Management"
"2755","GDL^C",NA
"2756","THG","Insurance - Property &amp; Casualty"
"2757","THGA",NA
"2758","MSG","Leisure"
"2759","RUBI","Software - Infrastructure"
"2760","TRV","Insurance - Property &amp; Casualty"
"2761","VAM",NA
"2762","TMO","Diagnostics &amp; Research"
"2763","THR","Diversified Industrials"
"2764","TPRE","Insurance - Reinsurance"
"2765","TSLF",NA
"2766","TCRW",NA
"2767","TCRZ",NA
"2768","TRI","Capital Markets"
"2769","THO","Recreational Vehicles"
"2770","TDW","Oil &amp; Gas Equipment &amp; Services"
"2771","TDW.WS.A",NA
"2772","TDW.WS.B",NA
"2773","TIER","REIT - Office"
"2774","TIF","Luxury Goods"
"2775","TLYS","Apparel Stores"
"2776","TSU","Telecom Services"
"2777","TKR","Tools &amp; Accessories"
"2778","TMST","Steel"
"2779","TWI","Farm &amp; Construction Equipment"
"2780","TJX","Apparel Stores"
"2781","TOL","Residential Construction"
"2782","TR","Confectioners"
"2783","BLD","Building Materials"
"2784","TMK","Insurance - Life"
"2785","TMK^C",NA
"2786","TTC","Tools &amp; Accessories"
"2787","TD","Banks - Global"
"2788","SHLL.U",NA
"2789","NDP","Asset Management"
"2790","TYG","Asset Management"
"2791","NTG","Asset Management"
"2792","TTP","Asset Management"
"2793","TPZ","Asset Management"
"2794","TOT","Oil &amp; Gas Integrated"
"2795","TSS","Credit Services"
"2796","TOWR","Auto Parts"
"2797","TSQ","Broadcasting - Radio"
"2798","TM","Auto Manufacturers"
"2799","TPGH","Conglomerates"
"2800","TPGH.U",NA
"2801","TPGH.WS",NA
"2802","TRTX","REIT - Diversified"
"2803","TSLX","Asset Management"
"2804","TAC","Utilities - Independent Power Producers"
"2805","TRP","Oil &amp; Gas Midstream"
"2806","TCI","REIT - Diversified"
"2807","TDG","Aerospace &amp; Defense"
"2808","RIG","Oil &amp; Gas Drilling"
"2809","TGS","Utilities - Regulated Gas"
"2810","TRU","Business Services"
"2811","TVPT","Leisure"
"2812","TREC","Chemicals"
"2813","TG","Conglomerates"
"2814","THS","Packaged Foods"
"2815","TREX","Building Materials"
"2816","TY","Asset Management"
"2817","TY^",NA
"2818","TPH","Residential Construction"
"2819","TRCO","Broadcasting - TV"
"2820","TRNE.U",NA
"2821","TNET","Business Services"
"2822","TRN","Railroads"
"2823","TSE","Rubber &amp; Plastics"
"2824","TPVG","Asset Management"
"2825","TPVY",NA
"2826","GTS","Insurance - Diversified"
"2827","TRTN","Rental &amp; Leasing Services"
"2828","TRTN^A",NA
"2829","TGI","Aerospace &amp; Defense"
"2830","TROX","Chemicals"
"2831","TBI","Staffing &amp; Outsourcing Services"
"2832","TNP","Shipping &amp; Ports"
"2833","TNP^B",NA
"2834","TNP^C",NA
"2835","TNP^D",NA
"2836","TNP^E",NA
"2837","TNP^F",NA
"2838","TUP","Packaging &amp; Containers"
"2839","TKC","Telecom Services"
"2840","TPB","Tobacco"
"2841","TRQ","Copper"
"2842","TPC","Engineering &amp; Construction"
"2843","TWLO","Software - Application"
"2844","TWTR","Internet Content &amp; Information"
"2845","TWO","REIT - Residential"
"2846","TWO^A",NA
"2847","TWO^B",NA
"2848","TWO^C",NA
"2849","TWO^D",NA
"2850","TWO^E",NA
"2851","TYL","Software - Application"
"2852","TSN","Farm Products"
"2853","USB","Banks - Regional - US"
"2854","USB^A",NA
"2855","USB^H",NA
"2856","USB^M",NA
"2857","USB^O",NA
"2858","USB^P",NA
"2859","USPH","Medical Care"
"2860","SLCA","Industrial Metals &amp; Minerals"
"2861","USX","Trucking"
"2862","UBS","Banks - Global"
"2863","UDR","REIT - Residential"
"2864","UGI","Utilities - Regulated Gas"
"2865","UGP","Oil &amp; Gas Refining &amp; Marketing"
"2866","UMH","REIT - Residential"
"2867","UMH^B",NA
"2868","UMH^C",NA
"2869","UMH^D",NA
"2870","UA","Apparel Manufacturing"
"2871","UAA","Apparel Manufacturing"
"2872","UFI","Textile Manufacturing"
"2873","UNF","Apparel Manufacturing"
"2874","UN","Household &amp; Personal Products"
"2875","UL","Household &amp; Personal Products"
"2876","UNP","Railroads"
"2877","UIS","Information Technology Services"
"2878","UNT","Oil &amp; Gas Drilling"
"2879","UMC","Semiconductors"
"2880","UNFI","Food Distribution"
"2881","UPS","Integrated Shipping &amp; Logistics"
"2882","URI","Rental &amp; Leasing Services"
"2883","USM","Telecom Services"
"2884","UZA",NA
"2885","UZB",NA
"2886","UZC",NA
"2887","X","Steel"
"2888","UTX","Aerospace &amp; Defense"
"2889","UNH","Health Care Plans"
"2890","UTL","Utilities - Diversified"
"2891","UNVR","Chemicals"
"2892","UVV","Tobacco"
"2893","UHT","REIT - Healthcare Facilities"
"2894","UHS","Medical Care"
"2895","UVE","Insurance - Property &amp; Casualty"
"2896","UTI","Education &amp; Training Services"
"2897","UNM","Insurance - Life"
"2898","UNMA",NA
"2899","UE","REIT - Diversified"
"2900","UBA","REIT - Retail"
"2901","UBP","REIT - Retail"
"2902","UBP^G",NA
"2903","UBP^H",NA
"2904","USFD","Food Distribution"
"2905","USAC","Oil &amp; Gas Equipment &amp; Services"
"2906","USNA","Household &amp; Personal Products"
"2907","USDP","Railroads"
"2908","USG","Building Materials"
"2909","BIF","Asset Management"
"2910","VFC","Apparel Manufacturing"
"2911","EGY","Oil &amp; Gas E&amp;P"
"2912","MTN","Resorts &amp; Casinos"
"2913","VALE","Industrial Metals &amp; Minerals"
"2914","VLO","Oil &amp; Gas Refining &amp; Marketing"
"2915","VHI","Chemicals"
"2916","VMI","Metal Fabrication"
"2917","VVV","Oil &amp; Gas Refining &amp; Marketing"
"2918","VAPO","Medical Devices"
"2919","VAR","Medical Instruments &amp; Supplies"
"2920","VGR","Tobacco"
"2921","VEC","Business Services"
"2922","VEDL","Industrial Metals &amp; Minerals"
"2923","VEEV","Health Information Services"
"2924","VNTR","Chemicals"
"2925","VTR","REIT - Healthcare Facilities"
"2926","VNE","Auto Parts"
"2927","VER","REIT - Diversified"
"2928","VER^F",NA
"2929","VRTV","Business Equipment"
"2930","VZ","Telecom Services"
"2931","VET","Oil &amp; Gas E&amp;P"
"2932","VRS","Paper &amp; Paper Products"
"2933","VSM","Chemicals"
"2934","VVI","Business Services"
"2935","VICI","REIT - Diversified"
"2936","VNCE","Apparel Manufacturing"
"2937","VIPS","Specialty Retail"
"2938","ZTR","Asset Management"
"2939","VGI","Asset Management"
"2940","ZF","Asset Management"
"2941","V","Credit Services"
"2942","VSH","Semiconductors"
"2943","VPG","Scientific &amp; Technical Instruments"
"2944","VSTO","Leisure"
"2945","DYNC","Utilities - Independent Power Producers"
"2946","VST","Utilities - Independent Power Producers"
"2947","VST.WS.A",NA
"2948","VSI","Specialty Retail"
"2949","VSLR","Solar"
"2950","VMW","Software - Infrastructure"
"2951","VOC","Oil &amp; Gas E&amp;P"
"2952","VCRA","Communication Equipment"
"2953","VG","Telecom Services"
"2954","VNO","REIT - Office"
"2955","VNO^K",NA
"2956","VNO^L",NA
"2957","VNO^M",NA
"2958","VJET","Computer Systems"
"2959","IAE","Asset Management"
"2960","IHD","Asset Management"
"2961","VOYA","Asset Management"
"2962","IGA","Asset Management"
"2963","IGD","Asset Management"
"2964","IDE","Asset Management"
"2965","IID","Asset Management"
"2966","IRR","Asset Management"
"2967","PPR","Asset Management"
"2968","VMC","Building Materials"
"2969","WTI","Oil &amp; Gas E&amp;P"
"2970","WPC","REIT - Diversified"
"2971","WRB","Insurance - Property &amp; Casualty"
"2972","WRB^B",NA
"2973","WRB^C",NA
"2974","WRB^D",NA
"2975","WRB^E",NA
"2976","GRA","Specialty Chemicals"
"2977","GWW","Industrial Distribution"
"2978","WNC","Truck Manufacturing"
"2979","WBC","Auto Parts"
"2980","WDR","Asset Management"
"2981","WAGE","Business Services"
"2982","WD","Specialty Finance"
"2983","WMT","Discount Stores"
"2984","DIS","Media - Diversified"
"2985","HCC","Coal"
"2986","WPG","REIT - Retail"
"2987","WPG^H",NA
"2988","WPG^I",NA
"2989","WRE","REIT - Office"
"2990","WCN","Waste Management"
"2991","WM","Waste Management"
"2992","WAT","Diagnostics &amp; Research"
"2993","WSO","Electronics Distribution"
"2994","WSO.B",NA
"2995","WTS","Diversified Industrials"
"2996","W","Specialty Retail"
"2997","WFT","Oil &amp; Gas Equipment &amp; Services"
"2998","WBS","Banks - Regional - US"
"2999","WBS^F",NA
"3000","WEC","Utilities - Regulated Electric"
"3001","WEI","Credit Services"
"3002","WRI","REIT - Retail"
"3003","WMK","Grocery Stores"
"3004","WBT","Diversified Industrials"
"3005","WCG","Health Care Plans"
"3006","WFC","Banks - Global"
"3007","WFC^L",NA
"3008","WFC^N",NA
"3009","WFC^O",NA
"3010","WFC^P",NA
"3011","WFC^Q",NA
"3012","WFC^R",NA
"3013","WFC^T",NA
"3014","WFC^V",NA
"3015","WFC^W",NA
"3016","WFC^X",NA
"3017","WFC^Y",NA
"3018","WFE^A",NA
"3019","EOD","Asset Management"
"3020","WELL","REIT - Healthcare Facilities"
"3021","WAIR","Industrial Distribution"
"3022","WCC","Industrial Distribution"
"3023","WST","Medical Instruments &amp; Supplies"
"3024","WAL","Banks - Regional - US"
"3025","WALA",NA
"3026","WEA","Asset Management"
"3027","TLI","Asset Management"
"3028","EMD","Asset Management"
"3029","GDO","Asset Management"
"3030","EHI","Asset Management"
"3031","HIX","Asset Management"
"3032","HIO","Asset Management"
"3033","HYI","Asset Management"
"3034","SBI","Asset Management"
"3035","IGI","Asset Management"
"3036","PAI","Asset Management"
"3037","MMU","Asset Management"
"3038","WMC","REIT - Diversified"
"3039","DMO","Asset Management"
"3040","MTT","Asset Management"
"3041","MHF","Asset Management"
"3042","MNP","Asset Management"
"3043","GFY","Asset Management"
"3044","WIW","Asset Management"
"3045","WIA","Asset Management"
"3046","WES","Oil &amp; Gas Pipelines"
"3047","WU","Credit Services"
"3048","WAB","Railroads"
"3049","WLK","Specialty Chemicals"
"3050","WLKP","Chemicals"
"3051","WBK","Banks - Global"
"3052","WRK","Packaging &amp; Containers"
"3053","WHG","Asset Management"
"3054","WEX","Business Services"
"3055","WY","Lumber &amp; Wood Production"
"3056","WPM","Silver"
"3057","WHR","Home Furnishings &amp; Fixtures"
"3058","WTM","Insurance - Property &amp; Casualty"
"3059","WSR","REIT - Retail"
"3060","WLL","Oil &amp; Gas E&amp;P"
"3061","WOW","Pay TV"
"3062","WMB","Oil &amp; Gas Midstream"
"3063","WSM","Specialty Retail"
"3064","WGO","Recreational Vehicles"
"3065","WIT","Information Technology Services"
"3066","WNS","Business Services"
"3067","WWW","Footwear &amp; Accessories"
"3068","WF","Banks - Regional - Asia"
"3069","WK","Software - Application"
"3070","INT","Oil &amp; Gas Refining &amp; Marketing"
"3071","WWE","Media - Diversified"
"3072","WP","Business Services"
"3073","WOR","Steel"
"3074","WPP","Advertising Agencies"
"3075","WPX","Oil &amp; Gas E&amp;P"
"3076","WYND","Lodging"
"3077","WH","Lodging"
"3078","XYF","Credit Services"
"3079","XFLT",NA
"3080","XHR","REIT - Hotel &amp; Motel"
"3081","XRX","Information Technology Services"
"3082","XIN","Real Estate - General"
"3083","XPO","Integrated Shipping &amp; Logistics"
"3084","XYL","Diversified Industrials"
"3085","AUY","Gold"
"3086","YELP","Internet Content &amp; Information"
"3087","YETI","Packaging &amp; Containers"
"3088","YEXT","Software - Infrastructure"
"3089","YRD","Credit Services"
"3090","YPF","Oil &amp; Gas Integrated"
"3091","YUMC","Restaurants"
"3092","YUM","Restaurants"
"3093","ZAYO","Communication Equipment"
"3094","ZEN","Software - Application"
"3095","ZBH","Medical Devices"
"3096","ZB^A",NA
"3097","ZB^G",NA
"3098","ZB^H",NA
"3099","ZBK",NA
"3100","ZTS","Drug Manufacturers - Specialty &amp; Generic"
"3101","ZTO","Integrated Shipping &amp; Logistics"
"3102","ZUO","Software - Infrastructure"
"3103","ZYME","Biotechnology"
